pair,arm,setup,ranking,k,mean,sd,ci_lo,ci_hi,n_groups,frac_active
acousticguitar_violin,caption,w05,lime_ns50_global,3,0.39248018629148423,0.0326204751835223,0.37901511592930537,0.4059452566536631,25,0.0020334620334620333
acousticguitar_violin,caption,w05,lime_ns50_global,4,0.39248018629148423,0.0326204751835223,0.37901511592930537,0.4059452566536631,25,0.0
acousticguitar_violin,caption,w05,lime_legacy_global,0,0.0,0.0,0.0,0.0,25,1.0
acousticguitar_violin,caption,w05,lime_legacy_global,1,0.22094974915018115,0.027229336954838142,0.2097100312751461,0.2321894670252162,25,0.9635941386754082
acousticguitar_violin,caption,w05,lime_legacy_global,2,0.3854950335659313,0.035327308382525964,0.37091263737455427,0.4000774297573083,25,0.42271901315341454
acousticguitar_violin,caption,w05,lime_legacy_global,3,0.3866904690727487,0.03519470636133509,0.37216280830553267,0.4012181298399647,25,0.0029858429858429856
acousticguitar_violin,caption,w05,lime_legacy_global,4,0.3866904690727487,0.03519470636133509,0.37216280830553267,0.4012181298399647,25,0.0
acousticguitar_violin,caption,w07,local,0,0.0,0.0,0.0,0.0,25,1.0
acousticguitar_violin,caption,w07,local,1,0.20156131523534754,0.00748251699372076,0.19847268402320803,0.20464994644748705,25,1.0
acousticguitar_violin,caption,w07,local,2,0.40801516940817106,0.009161866955352364,0.40423333660197525,0.4117970022143669,25,1.0
acousticguitar_violin,caption,w07,local,3,0.4934135160493936,0.007228471066649624,0.490429749841948,0.4963972822568392,25,1.0
acousticguitar_violin,caption,w07,local,4,0.5590550791692084,0.006146251286006837,0.5565180313314896,0.5615921270069272,25,1.0
acousticguitar_violin,caption,w07,local,5,0.6186150083958674,0.006380758045100129,0.6159811609255916,0.6212488558661431,25,0.9674329696807443
acousticguitar_violin,caption,w07,local,6,0.6605315127525906,0.00645783799160527,0.6578658482441704,0.6631971772610108,25,0.6945937576690538
acousticguitar_violin,caption,w07,global,0,0.0,0.0,0.0,0.0,25,1.0
acousticguitar_violin,caption,w07,global,1,0.19748142940189248,0.008190889949845646,0.1941003962047045,0.20086246259908044,25,0.961157976931486
acousticguitar_violin,caption,w07,global,2,0.35522840212831597,0.009158924450321054,0.3514477839285005,0.3590090203281314,25,0.44325841643798947
acousticguitar_violin,caption,w07,global,3,0.355835618942989,0.00899361409373672,0.35212323750460883,0.35954800038136914,25,0.0017328603618677913
acousticguitar_violin,caption,w07,global,4,0.355835618942989,0.00899361409373672,0.35212323750460883,0.35954800038136914,25,0.0
acousticguitar_violin,caption,w07,global,5,0.355835618942989,0.00899361409373672,0.35212323750460883,0.35954800038136914,25,0.0
acousticguitar_violin,caption,w07,global,6,0.355835618942989,0.00899361409373672,0.35212323750460883,0.35954800038136914,25,0.0
acousticguitar_violin,caption,w07,smer_legacy,0,0.0,0.0,0.0,0.0,25,1.0
acousticguitar_violin,caption,w07,smer_legacy,1,0.20384129517403554,0.022115640013507482,0.1947124076513633,0.21297018269670778,25,1.0
acousticguitar_violin,caption,w07,smer_legacy,2,0.3162972703923738,0.038709461082172346,0.3003187901825955,0.33227575060215214,25,1.0
acousticguitar_violin,caption,w07,smer_legacy,3,0.2568221673416016,0.03472818888977205,0.24248707552209225,0.271157259161111,25,1.0
acousticguitar_violin,caption,w07,smer_legacy,4,0.2023204271642022,0.032717358311962534,0.18881536541213656,0.21582548891626785,25,1.0
acousticguitar_violin,caption,w07,smer_legacy,5,0.1561442031584161,0.03144819200942592,0.14316302750760487,0.16912537880922732,25,0.9705722901463907
acousticguitar_violin,caption,w07,smer_legacy,6,0.12874904104461035,0.028601184967149557,0.11694305214169895,0.14055502994752175,25,0.6959261853367807
acousticguitar_violin,caption,w07,smer_legacy_global,0,0.0,0.0,0.0,0.0,25,1.0
acousticguitar_violin,caption,w07,smer_legacy_global,1,0.2007340667834855,0.02281181646433225,0.19131781174571394,0.21015032182125704,25,0.965237347566087
acousticguitar_violin,caption,w07,smer_legacy_global,2,0.20107039369547589,0.023682555184708312,0.19129471537919673,0.21084607201175504,25,0.010968677980305888
acousticguitar_violin,caption,w07,smer_legacy_global,3,0.20107039369547589,0.023682555184708312,0.19129471537919673,0.21084607201175504,25,0.0
acousticguitar_violin,caption,w07,smer_legacy_global,4,0.20107039369547589,0.023682555184708312,0.19129471537919673,0.21084607201175504,25,0.0
acousticguitar_violin,caption,w07,smer_legacy_global,5,0.20107039369547589,0.023682555184708312,0.19129471537919673,0.21084607201175504,25,0.0
acousticguitar_violin,caption,w07,smer_legacy_global,6,0.20107039369547589,0.023682555184708312,0.19129471537919673,0.21084607201175504,25,0.0
acousticguitar_violin,caption,w07,smer_subsample,0,0.0,0.0,0.0,0.0,25,1.0
acousticguitar_violin,caption,w07,smer_subsample,1,0.20673991829618696,0.020331328722899215,0.1983475582747513,0.2151322783176226,25,1.0
acousticguitar_violin,caption,w07,smer_subsample,2,0.40693283710519323,0.032782830318360934,0.3934007498371611,0.42046492437322536,25,1.0
acousticguitar_violin,caption,w07,smer_subsample,3,0.49458052921483614,0.03082936114133503,0.4818547943917337,0.5073062640379385,25,1.0
acousticguitar_violin,caption,w07,smer_subsample,4,0.5598170388691183,0.027668730763063053,0.5483959481443265,0.5712381295939101,25,1.0
acousticguitar_violin,caption,w07,smer_subsample,5,0.6200672487366023,0.027012524779149342,0.6089170265290769,0.6312174709441278,25,0.9705722901463907
acousticguitar_violin,caption,w07,smer_subsample,6,0.6629324107419302,0.027390711296596103,0.6516260808125276,0.6742387406713328,25,0.6959261853367807
acousticguitar_violin,caption,w07,lime,0,0.0,0.0,0.0,0.0,25,1.0
acousticguitar_violin,caption,w07,lime,1,0.20673991829618696,0.020331328722899215,0.1983475582747513,0.2151322783176226,25,1.0
acousticguitar_violin,caption,w07,lime,2,0.40692058894738037,0.0327932502611111,0.39338420053837736,0.4204569773563834,25,1.0
acousticguitar_violin,caption,w07,lime,3,0.4943004216726813,0.03086245659194022,0.4815610257189987,0.5070398176263639,25,1.0
acousticguitar_violin,caption,w07,lime,4,0.5591822312698141,0.027685332391075176,0.5477542877297874,0.5706101748098409,25,1.0
acousticguitar_violin,caption,w07,lime,5,0.6187357954815537,0.027164292742414445,0.6075229265378113,0.6299486644252961,25,0.9705722901463907
acousticguitar_violin,caption,w07,lime,6,0.661627977247137,0.027844729582486016,0.6501342377802941,0.6731217167139798,25,0.6959261853367807
acousticguitar_violin,caption,w07,lime_bow,0,0.0,0.0,0.0,0.0,25,1.0
acousticguitar_violin,caption,w07,lime_bow,1,0.1831153081740442,0.01746780815157109,0.17590495135027984,0.19032566499780856,25,1.0
acousticguitar_violin,caption,w07,lime_bow,2,0.35923266091453676,0.03264176269212958,0.34575880350067884,0.3727065183283947,25,1.0
acousticguitar_violin,caption,w07,lime_bow,3,0.4358704905535425,0.0325732728212311,0.4224249043688913,0.4493160767381937,25,1.0
acousticguitar_violin,caption,w07,lime_bow,4,0.497115081960841,0.033571823059595364,0.4832573144960551,0.5109728494256268,25,1.0
acousticguitar_violin,caption,w07,lime_bow,5,0.5599107027922672,0.03840212229259222,0.5440590857996382,0.5757623197848961,25,0.9705722901463907
acousticguitar_violin,caption,w07,lime_bow,6,0.6023365632952,0.038414929663608446,0.5864796596796474,0.6181934669107526,25,0.6959261853367807
acousticguitar_violin,caption,w07,lime_ns500,0,0.0,0.0,0.0,0.0,25,1.0
acousticguitar_violin,caption,w07,lime_ns500,1,0.20663598914319864,0.020345779591888383,0.1982376640962188,0.2150343141901785,25,1.0
acousticguitar_violin,caption,w07,lime_ns500,2,0.4067593499385997,0.03283940470547263,0.3932039099113306,0.4203147899658688,25,1.0
acousticguitar_violin,caption,w07,lime_ns500,3,0.4922106411494699,0.030562961056534676,0.47959487087673486,0.504826411422205,25,1.0
acousticguitar_violin,caption,w07,lime_ns500,4,0.5536083755543717,0.02753774077438672,0.5422413548394233,0.5649753962693201,25,1.0
acousticguitar_violin,caption,w07,lime_ns500,5,0.6117623053500836,0.02678587948271114,0.6007056377228217,0.6228189729773455,25,0.9705722901463907
acousticguitar_violin,caption,w07,lime_ns500,6,0.6499249999491602,0.028217585952146174,0.6382773529373102,0.6615726469610101,25,0.6959261853367807
acousticguitar_violin,caption,w07,lime_ns100,0,0.0,0.0,0.0,0.0,25,1.0
acousticguitar_violin,caption,w07,lime_ns100,1,0.20248054704471913,0.020409943404846056,0.1940557364774849,0.21090535761195336,25,1.0
acousticguitar_violin,caption,w07,lime_ns100,2,0.4056512573037056,0.032970747796906855,0.3920416015129383,0.4192609130944729,25,1.0
acousticguitar_violin,caption,w07,lime_ns100,3,0.48598627087770363,0.030907431625040394,0.47322831014279615,0.4987442316126111,25,1.0
acousticguitar_violin,caption,w07,lime_ns100,4,0.5456068669398337,0.028915540514392754,0.5336711184445633,0.5575426154351042,25,1.0
acousticguitar_violin,caption,w07,lime_ns100,5,0.5992783032409226,0.025080810852471172,0.5889254533523466,0.6096311531294986,25,0.9705722901463907
acousticguitar_violin,caption,w07,lime_ns100,6,0.6378322531786859,0.026022756472178454,0.6270905872481808,0.6485739191091909,25,0.6959261853367807
acousticguitar_violin,caption,w07,lime_ns50,0,0.0,0.0,0.0,0.0,25,1.0
acousticguitar_violin,caption,w07,lime_ns50,1,0.2062169686788372,0.020430753612718195,0.1977835680799841,0.21465036927769032,25,1.0
acousticguitar_violin,caption,w07,lime_ns50,2,0.4025736283380239,0.03280611919536018,0.3890319278940436,0.4161153287820042,25,1.0
acousticguitar_violin,caption,w07,lime_ns50,3,0.47055108733001627,0.02931692540731374,0.4584496552941141,0.48265251936591846,25,1.0
acousticguitar_violin,caption,w07,lime_ns50,4,0.5228365526145566,0.026240328667794362,0.5120050772957352,0.5336680279333781,25,1.0
acousticguitar_violin,caption,w07,lime_ns50,5,0.5748055518011499,0.02692025805817721,0.5636934154241645,0.5859176881781353,25,0.9705722901463907
acousticguitar_violin,caption,w07,lime_ns50,6,0.6201073651722679,0.027706769115421904,0.6086705729873322,0.6315441573572037,25,0.6959261853367807
acousticguitar_violin,caption,w07,lime_legacy,0,0.0,0.0,0.0,0.0,25,1.0
acousticguitar_violin,caption,w07,lime_legacy,1,0.18086778275953264,0.018074795757116346,0.17340687376656608,0.1883286917524992,25,1.0
acousticguitar_violin,caption,w07,lime_legacy,2,0.3041662219237174,0.04172849079761524,0.28694154749649614,0.32139089635093865,25,1.0
acousticguitar_violin,caption,w07,lime_legacy,3,0.29667538481180583,0.033172788702859744,0.2829823306340013,0.31036843898961036,25,1.0
acousticguitar_violin,caption,w07,lime_legacy,4,0.2829257702719798,0.025438477435876877,0.27242528287399714,0.29342625766996244,25,1.0
acousticguitar_violin,caption,w07,lime_legacy,5,0.2739673551146919,0.027902584966168577,0.26244973411921607,0.2854849761101677,25,0.9705722901463907
acousticguitar_violin,caption,w07,lime_legacy,6,0.2657095862442921,0.03101321109439637,0.2529079618904539,0.2785112105981303,25,0.6959261853367807
acousticguitar_violin,caption,w07,lime_global,0,0.0,0.0,0.0,0.0,25,1.0
acousticguitar_violin,caption,w07,lime_global,1,0.20453881368922197,0.020993313262959955,0.19587319987977606,0.2132044274986679,25,0.9743482228622604
acousticguitar_violin,caption,w07,lime_global,2,0.3534513430310014,0.03483757417403028,0.33907109918532324,0.36783158687667955,25,0.42703331241508224
acousticguitar_violin,caption,w07,lime_global,3,0.35370962429901387,0.0347341504965615,0.33937207164916894,0.3680471769488588,25,0.0009302325581395348
acousticguitar_violin,caption,w07,lime_global,4,0.35370962429901387,0.0347341504965615,0.33937207164916894,0.3680471769488588,25,0.0
