experiment,arm,setup,level,metric,mean,sd,ci_lo,ci_hi,k
food,caption,w05,caption,accuracy,0.943965811965812,0.005889309952872982,0.9415348242976688,0.9463967996339552,25
food,caption,w05,caption,balanced_accuracy,0.9450919557337335,0.005848041453814999,0.9426780028647596,0.9475059086027074,25
food,caption,w05,caption,f1_macro,0.9441554324425622,0.00591752888620913,0.9417127965712343,0.94659806831389,25
food,caption,w05,image,accuracy,0.9499715099715099,0.006308145249425791,0.9473676355901438,0.952575384352876,25
food,caption,w05,image,balanced_accuracy,0.9509831892131132,0.006194122530164519,0.9484263810970024,0.953539997329224,25
food,caption,w05,image,f1_macro,0.9501274962531622,0.006352976787945324,0.9475051163222229,0.9527498761841015,25
