family,pair,setup,level,arm_a,arm_b,metric,k,mean_a,mean_b,delta,delta_ci_lo,delta_ci_hi,t_nb,p_nb,p_nb_bonf,w,p_wilcoxon,p_wilcoxon_bonf,significant
subset_cost,hotpot_vase,w30,image,caption,caption_tagsub,balanced_accuracy,25,0.9960482686100685,0.9980001083174298,-0.0019518397073614135,-0.004122631817598823,0.0002189524028759955,-0.6891999852457242,0.49730713962984147,1.0,62.0,0.062434750444172724,1.0,False
subset_cost,hotpot_vase,w30,image,caption,caption_tagsub,f1_macro,25,0.996227763680491,0.9978799555143613,-0.0016521918338700248,-0.003827630735556993,0.0005232470678169434,-0.5821473514981644,0.5658965623631089,1.0,66.0,0.08472747462261479,1.0,False
subset_cost,hotpot_vase,w30,image,caption,caption_tagsub,roc_auc,25,0.9999518277811045,1.0,-4.817221889557466e-05,-8.032068374650019e-05,-1.602375404464912e-05,-1.1485654730293184,0.262054372421812,1.0,0.0,0.0014492334559826675,0.0579693382393067,False
subset_cost,hotpot_vase,w30,image,caption,caption_tagsub,brier,25,0.012199769427574727,0.05055673492811745,-0.038356965500542725,-0.039765198517246594,-0.036948732483838856,-20.87800824042072,6.74075356794291e-17,2.6963014271771644e-15,0.0,5.960464477539063e-08,2.384185791015625e-06,True
length,acousticguitar_violin,w05,caption,caption:w05,caption:w03,accuracy,25,0.988742600896861,0.9765880373915179,0.012154563505343226,0.010553140752199087,0.013755986258487365,5.817718688954862,5.3429841783944e-06,0.000748017784975216,0.0,1.2279185361336645e-05,0.0017190859505871305,True
length,acousticguitar_violin,w05,caption,caption:w05,caption:w03,balanced_accuracy,25,0.9886058484540221,0.9785259790386956,0.01007986941532637,0.00863834991653692,0.011521388914115822,5.359863500695723,1.675551863563218e-05,0.0023457726089885053,0.0,5.960464477539063e-08,8.344650268554688e-06,True
length,acousticguitar_violin,w05,caption,caption:w05,caption:w03,f1_macro,25,0.9882578002209955,0.9757025650814771,0.0125552351395184,0.010902431358362606,0.014208038920674194,5.822679666402705,5.277743728621317e-06,0.0007388841220069844,0.0,5.960464477539063e-08,8.344650268554688e-06,True
length,acousticguitar_violin,w05,caption,caption:w05,caption:w03,roc_auc,25,0.998089936157742,0.996497385664983,0.0015925504927589262,0.0011487377508969403,0.0020363632346209123,2.750507219475262,0.011134786990657853,1.0,0.0,5.960464477539063e-08,8.344650268554688e-06,False
length,acousticguitar_violin,w05,caption,caption:w05,caption:w03,brier,25,0.01582955216697387,0.020368881534084084,-0.004539329367110221,-0.005477170706947674,-0.0036014880272727673,-3.710066280058183,0.001092458620663,0.15294420689282,0.0,5.960464477539063e-08,8.344650268554688e-06,False
length,acousticguitar_violin,w07,caption,caption:w07,caption:w03,accuracy,25,0.9888503669990852,0.9765880373915179,0.012262329607567533,0.01049434868172433,0.014030310533410736,5.316364575327454,1.8692998492620017e-05,0.0026170197889668024,0.0,1.2279185361336645e-05,0.0017190859505871305,True
length,acousticguitar_violin,w07,caption,caption:w07,caption:w03,balanced_accuracy,25,0.988541448885462,0.9785259790386956,0.010015469846766384,0.008387762258200239,0.011643177435332528,4.71643968177475,8.539912740329763e-05,0.011955877836461667,0.0,1.2279185361336645e-05,0.0017190859505871305,True
length,acousticguitar_violin,w07,caption,caption:w07,caption:w03,f1_macro,25,0.9883656017061212,0.9757025650814771,0.012663036624644177,0.010834927254049623,0.014491145995238732,5.309517215317652,1.901798305430495e-05,0.002662517627602693,0.0,5.960464477539063e-08,8.344650268554688e-06,True
length,acousticguitar_violin,w07,caption,caption:w07,caption:w03,roc_auc,25,0.9979422330732859,0.996497385664983,0.001444847408302845,0.0009735519392117972,0.0019161428773938928,2.349892871256796,0.02733848489198445,1.0,6.0,8.344650268554688e-07,0.00011682510375976562,False
length,acousticguitar_violin,w07,caption,caption:w07,caption:w03,brier,25,0.019694746209570055,0.020368881534084084,-0.0006741353245140325,-0.0016415362356695254,0.00029326558664146047,-0.534145947308063,0.5981540668762816,1.0,112.0,0.18172985315322876,1.0,False
length,acousticguitar_violin,w10,caption,caption:w10,caption:w03,accuracy,25,0.9830291948330099,0.9765880373915179,0.0064411574414921045,0.004722653972505474,0.008159660910478735,2.8729816142130105,0.00837469402830886,1.0,3.0,2.980232238769531e-07,4.172325134277344e-05,False
length,acousticguitar_violin,w10,caption,caption:w10,caption:w03,balanced_accuracy,25,0.9838703516893602,0.9785259790386956,0.005344372650664541,0.003858570195303331,0.0068301751060257515,2.7571157950267655,0.010966162793843324,1.0,4.0,4.172325134277344e-07,5.841255187988281e-05,False
length,acousticguitar_violin,w10,caption,caption:w10,caption:w03,f1_macro,25,0.9823418088866839,0.9757025650814771,0.0066392438052068625,0.004866844941200382,0.008411642669213343,2.8712863022938317,0.00840802353251053,1.0,3.0,2.980232238769531e-07,4.172325134277344e-05,False
length,acousticguitar_violin,w10,caption,caption:w10,caption:w03,roc_auc,25,0.9980310992945597,0.996497385664983,0.001533713629576723,0.0010875314522880417,0.001979895806865404,2.6348227441292718,0.014512708345086413,1.0,4.0,4.172325134277344e-07,5.841255187988281e-05,False
