pair,arm,setup,level,metric,mean,sd,ci_lo,ci_hi,k
ant_bee,caption_tagsub,w25,image,precision_bee,0.9182587085640417,0.021858563820253255,0.9092359368784667,0.9272814802496167,25
ant_bee,caption_tagsub,w25,image,recall_bee,0.921541339916433,0.022417742568931906,0.9122877505878398,0.9307949292450263,25
ant_bee,caption_tagsub,w25,image,f1_bee,0.9196577336804217,0.016212617632342923,0.9129654940380981,0.9263499733227453,25
ant_bee,caption_tagsub,w30,caption,accuracy,0.9111843468392155,0.01507041197612588,0.9049635865190818,0.9174051071593491,25
ant_bee,caption_tagsub,w30,caption,balanced_accuracy,0.911124915740944,0.014979187890504224,0.9049418108726305,0.9173080206092575,25
ant_bee,caption_tagsub,w30,caption,precision_macro,0.9113067181350106,0.015089421790365631,0.9050781109492237,0.9175353253207975,25
ant_bee,caption_tagsub,w30,caption,recall_macro,0.911124915740944,0.014979187890504224,0.9049418108726305,0.9173080206092575,25
ant_bee,caption_tagsub,w30,caption,f1_macro,0.9109943771749793,0.015132966708424017,0.9047477955304432,0.9172409588195155,25
ant_bee,caption_tagsub,w30,caption,roc_auc,0.9750716201048313,0.007442113889605957,0.9719996664743853,0.9781435737352773,25
ant_bee,caption_tagsub,w30,caption,pr_auc,0.9742546076424549,0.008806143681955933,0.9706196101867192,0.9778896050981906,25
ant_bee,caption_tagsub,w30,caption,log_loss,0.3702124170737403,0.010005125711765612,0.3660825041606562,0.37434232998682443,25
ant_bee,caption_tagsub,w30,caption,brier,0.10306174761269364,0.004665999682226718,0.10113571760615274,0.10498777761923454,25
ant_bee,caption_tagsub,w30,caption,mcc,0.822431133737765,0.030055494935429646,0.8100248351845146,0.8348374322910154,25
ant_bee,caption_tagsub,w30,caption,kappa,0.8220357169145871,0.030240030721795055,0.8095532457325271,0.8345181880966471,25
ant_bee,caption_tagsub,w30,caption,precision_ant,0.9126996683071215,0.01937995601629045,0.9047000156378342,0.9206993209764087,25
ant_bee,caption_tagsub,w30,caption,recall_ant,0.9136928398415993,0.021041098995474305,0.9050075010512328,0.9223781786319658,25
ant_bee,caption_tagsub,w30,caption,f1_ant,0.9129837760930076,0.014555571323996883,0.9069755315491533,0.9189920206368619,25
ant_bee,caption_tagsub,w30,caption,precision_bee,0.9099137679628998,0.02227983253480364,0.9007171050985209,0.9191104308272787,25
ant_bee,caption_tagsub,w30,caption,recall_bee,0.9085569916402888,0.021889599990648587,0.8995214088532263,0.9175925744273513,25
ant_bee,caption_tagsub,w30,caption,f1_bee,0.9090049782569511,0.016585944054352025,0.9021586370415472,0.9158513194723551,25
ant_bee,caption_tagsub,w30,image,accuracy,0.9135931996090586,0.016333217531261122,0.9068511787751531,0.9203352204429641,25
ant_bee,caption_tagsub,w30,image,balanced_accuracy,0.9135635280767612,0.0163116360096514,0.9068304156571373,0.9202966404963852,25
ant_bee,caption_tagsub,w30,image,precision_macro,0.9137698329979941,0.016319524827879295,0.9070334642342515,0.9205062017617367,25
ant_bee,caption_tagsub,w30,image,recall_macro,0.9135635280767612,0.0163116360096514,0.9068304156571373,0.9202966404963852,25
ant_bee,caption_tagsub,w30,image,f1_macro,0.9134054773685313,0.016412774234946675,0.906630617141365,0.9201803375956976,25
ant_bee,caption_tagsub,w30,image,roc_auc,0.9788252084023067,0.006960285983986054,0.975952143556133,0.9816982732484804,25
ant_bee,caption_tagsub,w30,image,pr_auc,0.9785775335252604,0.008092944939987598,0.9752369300410654,0.9819181370094555,25
ant_bee,caption_tagsub,w30,image,log_loss,0.36804024744180935,0.009898643354168641,0.36395428828566184,0.37212620659795687,25
ant_bee,caption_tagsub,w30,image,brier,0.10141887616771184,0.004658509048189823,0.09949593814293381,0.10334181419248986,25
ant_bee,caption_tagsub,w30,image,mcc,0.8273327145199808,0.03261556091262666,0.8138696726691286,0.840795756370833,25
ant_bee,caption_tagsub,w30,image,kappa,0.8268644663491403,0.03279823979264586,0.8133260183627458,0.8404029143355349,25
ant_bee,caption_tagsub,w30,image,precision_ant,0.9155943927299045,0.02290868934606748,0.9061381505318781,0.9250506349279309,25
ant_bee,caption_tagsub,w30,image,recall_ant,0.9157340105769998,0.020345395727541373,0.9073358439814346,0.9241321771725649,25
ant_bee,caption_tagsub,w30,image,f1_ant,0.91541237899138,0.015303802737480436,0.909095279699915,0.9217294782828449,25
ant_bee,caption_tagsub,w30,image,precision_bee,0.9119452732660837,0.02212712189600551,0.9028116462552569,0.9210789002769104,25
ant_bee,caption_tagsub,w30,image,recall_bee,0.9113930455765226,0.026050127567629488,0.9006400814131111,0.922146009739934,25
